Tamanho do dicionário: 18335
Quantidade de comparações: 65032513
Tempo para montar a tabela: 1283 milissegundos

Dicionário de palavras:
"Letters" - 1
"Lev" - 4
"Levavi" - 1
"Levi" - 90
"Leviathan" - 2
"Levite" - 28
"Levites" - 242
"Levitical" - 12
"Leviticus" - 28
"Lia" - 27
"Libanus" - 81
"Libations" - 2
"Libertines" - 1
"Libya" - 3
"Libyans" - 6
"License" - 10
"Lie" - 5
"Life" - 1
"Lift" - 20
"Light" - 1
"Like" - 5
"Likewise" - 4
"Linus" - 1
"Literally" - 11
"Literary" - 13
"Lithostrotos" - 1
"Little" - 5
"Live" - 3
"Living" - 3
"Lo" - 28
"Lo-Ruhamah" - 1
"Lo-ammi" - 1
"Load" - 1
"Lobna" - 8
"Lobni" - 5
"Locusts" - 2
"Lod" - 4
"Lodabar" - 3
"Lois" - 1
"Longimanus" - 1
"Look" - 26
"Looketh" - 1
"Looking" - 4
"Loomim" - 1
"Loose" - 7
"Lord" - 8208
"Lose" - 1
"Lot" - 40
"Lotan" - 7
"Lots" - 1
"Love" - 11
"Lovest" - 1
"Loveth" - 1
"Loving" - 1
"Lucifer" - 5
"Lucius" - 3
"Lud" - 2
"Ludim" - 2
"Luith" - 2
"Luke" - 41
"Luther" - 1
"Luza" - 7
"Lybia" - 1
"Lycaonia" - 1
"Lycaonian" - 1
"Lycia" - 2
"Lydda" - 4
"Lydia" - 4
"Lydians" - 3
"Lying" - 7
"Lysanias" - 1
"Lysias" - 31
"Lysimachus" - 7
"Lystra" - 8
"M" - 1
"MACHABEES" - 3
"MALACHIAS" - 2
"MAN" - 2
"MANE" - 2
"MARK" - 1
"MATTHEW" - 1
"MEM" - 1
"MERCHANTABILITY" - 1
"MICHEAS" - 5
"MY" - 1
"Maacha" - 28
"Maachathi" - 1
"Maachati" - 1
"Maaddi" - 1
"Maai" - 1
"Maala" - 4
"Maara" - 1
"Maasai" - 1
"Maasia" - 9
"Maasias" - 16
"Maazia" - 1
"Maaziau" - 1
"Mabsam" - 2
"Mabsar" - 2
"Mac" - 8
"Macces" - 1
"Maceda" - 9
"Macedonia" - 31
"Macedonian" - 4
"Macedonians" - 7
"Macelloth" - 5
"Maceloth" - 2
"Macenias" - 2
"Macer" - 1
"Machabees" - 43
"Machabeus" - 37
"Machalath" - 1
"Machathi" - 1
"Machati" - 5
"Machbani" - 1
"Machbena" - 1
"Machi" - 1
"Machir" - 24
"Machirites" - 1
"Machmas" - 11
"Machmethath" - 3
"Madaba" - 2
"Madai" - 2
"Madan" - 2
"Made" - 4
"Madia" - 2
"Madian" - 55
"Madianite" - 3
"Madianites" - 13
"Madmena" - 1
"Madon" - 2
"Maeleth" - 2
"Magala" - 1
"Magdal" - 3
"Magdalel" - 1
"Magdalen" - 12
"Magdalgad" - 1
"Magdalum" - 1
"Magdiel" - 2
"Magedan" - 1
"Mageddo" - 11
"Mageddon" - 2
"Mageth" - 2
"Magicians" - 1
"Magnify" - 1
"Magnus" - 1
"Magog" - 7
"Magor-Missabib" - 1
"Magron" - 2
"Magus" - 1
"Mahalath" - 1
"Mahalon" - 4
"Mahanaim" - 2
"Maharai" - 2
"Mahath" - 4
"Mahazioth" - 2
"Maheleth" - 3
"Mahida" - 2
"Mahir" - 1
"Mahol" - 1
"Mahomet" - 2
"Mahumite" - 1
"Maid" - 1
"Maiman" - 1
"Majesty" - 2
"Make" - 54
"Maker" - 7
"Maketh" - 2
"Making" - 5
"Maktesh" - 1
"Malachias" - 6
"Malalai" - 1
"Malaleel" - 8
"Malasar" - 2
"Malchus" - 2
"Mallos" - 1
"Maloch" - 1
"Mambre" - 11
"Mambres" - 3
"Mammon" - 3
"Mamuchan" - 3
"Man" - 28
"Manahat" - 1
"Manahath" - 2
"Manahem" - 10
"Manahen" - 1
"Manaim" - 5
"Manasse" - 2
"Manasses" - 159
"Manhu" - 1
"Manicheans" - 1
"Manilius" - 1
"Manna" - 1
"Manue" - 12
"Many" - 45
"Maoch" - 1
"Maon" - 7
"Maonathi" - 2
"Maozim" - 3
"Mapsam" - 1
"Mara" - 7
"Marai" - 1
"Maraia" - 1
"Maraioth" - 5
"Maran-atha" - 2
"Marcionites" - 1
"Mardochai" - 68
"Mardochias" - 1
"Mares" - 1
"Maresa" - 10
"Mareth" - 1
"Mariam" - 1
"Marimuth" - 2
"Marius" - 1
"Mark" - 34
"Marma" - 1
"Marriage" - 3
"Marry" - 1
"Marsana" - 1
"Martha" - 14
"Martin" - 3
"Mary" - 74
"Masal" - 2
"Masaloth" - 1
"Masepha" - 1
"Maserephoth" - 1
"Maserites" - 1
"Maserophot" - 1
"Masia" - 1
"Masma" - 4
"Masmana" - 1
"Masobia" - 1
"Maspha" - 23
"Masphath" - 21
"Masphe" - 2
"Masreca" - 2
"Massa" - 2
"Massem" - 1
"Master" - 40
"Masters" - 2
"Mathan" - 5
"Mathana" - 2
"Mathanai" - 2
"Mathanaias" - 1
"Mathania" - 9
"Mathanias" - 5
"Mathaniau" - 1
"Mathanite" - 1
"Mathat" - 2
"Mathatha" - 2
"Mathathias" - 25
"Mathlusala" - 1
"Mathusael" - 2
"Mathusala" - 4
"Mathusale" - 2
"Matred" - 2
"Matt" - 19
"Matthanias" - 1
"Matthew" - 39
"Matthias" - 4
"Mauman" - 1
"Maviael" - 2
"May" - 60
"Mayest" - 1
"Mayst" - 2
"Me" - 2
"Mean" - 1
"Meat" - 1
"Meaux" - 1
"Mecherathite" - 1
"Mechmas" - 1
"Mechnedebai" - 1
"Medaba" - 5
"Medad" - 2
"Meddin" - 1
"Meddle" - 1
"Mede" - 4
"Medemena" - 2
"Medes" - 41
"Media" - 7
"Meditate" - 1
"Mediterranean" - 1
"Meetabel" - 2
"Meeting" - 1
"Megbis" - 1
"Megphias" - 1
"Mehusim" - 1
"Mejarcon" - 1
"Melcha" - 11
"Melchi" - 2
"Melchia" - 6
"Melchias" - 10
"Melchiel" - 3
"Melchielites" - 1
"Melchiram" - 1
"Melchisedech" - 12
"Melchisua" - 5
"Melchom" - 10
"Melcias" - 1
"Melea" - 1
"Melech" - 3
"Melita" - 2
"Mello" - 10
"Mellothi" - 2
"Melluch" - 4
"Meloch" - 1
"Melothus" - 1
"Melt" - 1
"Meltias" - 1
"Mem" - 6
"Memento" - 1
"Memmius" - 1
"Memphis" - 8
"Men" - 18
"Menander" - 1
"Menelaus" - 20
"Menna" - 1
"Menni" - 1
"Mennith" - 1
"Mephaath" - 4
"Meraioth" - 2
"Merala" - 1
"Merari" - 37
"Merarites" - 2
"Merchandise" - 1
"Mercury" - 2
"Mercy" - 6
"Mered" - 2
"Meremoth" - 1
"Merezebel" - 1
"Meribah" - 1
"Meribbaal" - 5
"Merimuth" - 3
"Merob" - 4
"Merodach" - 3
"Merom" - 2
"Merome" - 1
"Meronathite" - 2
"Meroz" - 3
"Merrha" - 1
"Mes" - 1
"Mesa" - 2
"Meselemia" - 3
"Mesezebel" - 1
"Mesizabel" - 1
"Mesollam" - 1
"Mesopotamia" - 27
"Mesphar" - 1
"Mespharath" - 1
"Mesphe" - 1
"Mesrai" - 1
"Mesraim" - 2
"Mesram" - 1
"Messa" - 2
"Messal" - 1
"Messalemeth" - 1
"Messiah" - 2
"Messias" - 6
"Messulam" - 1
"Metabeel" - 1
"Metal" - 1
"Methca" - 2
"Methought" - 1
"Metri" - 1
"Meza" - 3
"Mezaab" - 2
"Miamin" - 5
"Mibahar" - 1
"Micha" - 17
"Michael" - 20
"Michaia" - 4
"Michas" - 16
"Michea" - 1
"Micheas" - 34
"Michol" - 21
"Midianites" - 1
"Mighty" - 5
"Mildness" - 2
"Miletus" - 3
"Milicho" - 1
"Mind" - 2
"Mingling" - 1
"Minister" - 1
"Ministries" - 1
"Minue" - 1
"Miphiboseth" - 18
"Miracles" - 1
"Misaam" - 1
"Misach" - 15
"Misael" - 9
"Miserere" - 3
"Misericordiam" - 1
"Misericordias" - 1
"Misor" - 2
"Misphat" - 1
"Mission" - 1
"Mississippi" - 1
"Mithridates" - 2
"Mitylene" - 1
"Mizael" - 1
"Mnason" - 1
"Mnestheus" - 1
"Moab" - 174
"Moabite" - 2
"Moabites" - 36
"Moabitess" - 6
"Moadia" - 1
"Mobonnai" - 1
"Mochona" - 1
"Mochori" - 1
"Mockery" - 1
"Modern" - 1
"Modin" - 9
"Mohola" - 1
"Moholi" - 12
"Moholites" - 1
"Molada" - 4
"Molathi" - 1
"Molathite" - 1
"Molchom" - 1
"Molid" - 1
"Moloch" - 13
"Monsters" - 1
"Moos" - 1
"Mophim" - 1
"Moral" - 1
"Morasthi" - 1
"Morasthite" - 1
"Morasti" - 1
"More" - 5
"Moreover" - 91
"Moria" - 2
"Morter" - 2
"Mortify" - 1
"Mosa" - 6
"Mosabab" - 1
"Mosaic" - 1
"Mosaical" - 1
"Mosallam" - 1
"Mosel" - 1
"Mosera" - 2
"Moseroth" - 2
"Moses" - 829
"Mosoch" - 8
"Mosollam" - 22
"Mosollamia" - 1
"Mosollamith" - 1
"Mosollamoth" - 2
"Most" - 12
"Mount" - 39
"Mountains" - 2
"Mourn" - 1
"Move" - 1
"Moyses" - 1
"Much" - 6
"Munim" - 2
"Murmur" - 1
"Musach" - 2
"Musi" - 8
"Musites" - 1
"Must" - 1
"My" - 309
"Myndus" - 1
"Myrrh" - 1
"Mysia" - 2
"Mystically" - 3
"NAHUM" - 2
"NAME" - 1
"NATIONS" - 1
"NAZARETH" - 1
"NEGLIGENCE" - 1
"NEHEMIAS" - 2
"NEW" - 2
"NO" - 2
"NOE" - 1
"NOT" - 2
"NOTICE" - 1
"NUMBERS" - 2
"NUN" - 1
"Naalol" - 3
"Naama" - 4
"Naaman" - 17
"Naamathite" - 4
"Naara" - 3
"Naarai" - 1
"Naaratha" - 1
"Naaria" - 3
"Naas" - 9
"Naasson" - 4
"Nabaioth" - 1
"Nabajoth" - 4
"Nabal" - 25
"Nabat" - 26
"Nabath" - 1
"Nabo" - 5
"Nabonadius" - 1
"Nabonydus" - 2
"Nabopolassar" - 1
"Naboth" - 22
"Nabuchodonosor" - 139
"Nabutheans" - 2
"Nabuzardan" - 16
"Nachon" - 1
"Nachor" - 20
"Nadab" - 23
"Nadabia" - 1
"Nagge" - 1
"Nahabi" - 1
"Nahaliel" - 2
"Naham" - 2
"Nahamani" - 1
"Naharai" - 2
"Nahason" - 1
"Nahasson" - 9
"Nahath" - 5
"Nahum" - 8
"Naim" - 1
"Najoth" - 8
"Naked" - 3
"Named" - 1
"Namsi" - 5
"Namuel" - 3
"Namuelites" - 1
"Nanea" - 4
"Napheg" - 1
"Naphis" - 3
"Narcissus" - 1
"Nasia" - 2
"Nathan" - 48
"Nathanael" - 20
"Nathania" - 2
"Nathanias" - 19
"Nathanmelech" - 1
"Nathineans" - 2
"Nathinites" - 17
"Nation" - 1
"Nations" - 7
"Nave" - 2
"Nay" - 8
"Nazarene" - 1
"Nazarenes" - 1
"Nazareth" - 30
"Nazarite" - 12
"Nazarites" - 7
"Neapolis" - 1
"Nearly" - 1
"Nebahaz" - 1
"Nebai" - 1
"Neballat" - 1
"Nebo" - 8
"Nebsan" - 1
"Neceb" - 1
"Nechao" - 8
"Necoda" - 4
"Neglect" - 2
"Negligences" - 1
"Nehelamite" - 3
"Nehelescol" - 1
"Nehemia" - 1
"Nehemias" - 27
"Nehiel" - 1
"Neither" - 126
"Nemra" - 1
"Nemrim" - 2
"Nemrod" - 4
"Nephath-Dor" - 1
"Nepheg" - 3
"Nephi" - 1
"Nephtali" - 33
"Nephtalites" - 1
"Nephthali" - 23
"Nephthalim" - 2
"Nephthar" - 1
"Nephthuim" - 1
"Nephtoa" - 2
"Nephtuim" - 1
"Nephusim" - 1
"Nephussim" - 1
"Ner" - 17
"Neregel" - 3
"Nereus" - 1
"Nergel" - 1
"Neri" - 3
"Nerias" - 9
"Nesib" - 1
"Nesroch" - 2
"Nethuphati" - 1
"Netophathi" - 2
"Netophathite" - 7
"Netophati" - 1
"Netupha" - 2
"Never" - 7
"Nevertheless" - 24
"New" - 23
"Next" - 1
"Nicanor" - 47
"Nicator" - 2
"Nice" - 1
"Nicodemus" - 6
"Nicolaites" - 3
"Nicolas" - 1
"Nicopolis" - 2
"Niger" - 1
"Night" - 3
"Nile" - 1
"Nine" - 1
"Nineve" - 2
"Ninive" - 41
"Ninivites" - 1
"Nisan" - 4
"Nisi" - 2
"No" - 90
"No-Ammon" - 2
"Noa" - 5
"Noadaia" - 1
"Noadias" - 1
"Nob" - 1
"Nobe" - 12
"Nodab" - 1
"Noe" - 61
"Noema" - 1
"Noeman" - 2
"Noemanites" - 1
"Noemi" - 20
"Noetus" - 1
"Noga" - 1
"Noge" - 1
"Nohaa" - 1
"Nohesta" - 1
"Nohestan" - 1
"Noheston" - 1
"Noli" - 1
"None" - 7
"Nonne" - 1
"Nophe" - 1
"Nopheth" - 1
"Nor" - 40
"Noran" - 1
"North" - 1
"Not" - 114
"Note" - 3
"Nothing" - 9
"Notus" - 1
"Notwithstanding" - 1
"Now" - 707
"Num" - 12
"Number" - 6
"Numbers" - 37
"Numenius" - 4
"Nun" - 36
"Nymphas" - 1
"O" - 1274
"OF" - 100
"OLD" - 1
"ONE" - 1
"OPHER" - 1
"OR" - 6
"ORIENT" - 2
"OSEE" - 5
"OTHER" - 1
"OTHERWISE" - 1
"OUR" - 1
"OVER" - 1
"OWNER" - 1
"Obadia" - 1
"Obdia" - 4
"Obdias" - 2
"Obed" - 19
"Obededom" - 20
"Obedia" - 2
"Obey" - 1
"Oblation" - 1
"Oboth" - 3
"Observation" - 1
"Observations" - 1
"Observe" - 6
"Ochozath" - 1
"Ochozias" - 44
"Ochran" - 5
"October" - 1
"Odaia" - 3
"Odares" - 1
"Oded" - 3
"Odia" - 1
"Odoia" - 1
"Odollam" - 8
"Odollamite" - 3
"Odovia" - 1
"Oduia" - 5
"Odullam" - 1
"Of" - 297
"Offence" - 1
"Offend" - 2
"Offensiones" - 1
"Offer" - 7
"Offered" - 11
"Offerings" - 3
"Offices" - 2
"Often" - 2
"Og" - 24
"Oham" - 1
"Ohol" - 1
"Oholai" - 1
"Oholi" - 1
"Oil" - 1
"Ointment" - 1
"Old" - 22
"Olda" - 1
"Olives" - 5
"Olivet" - 11
"Olla" - 1
"Olon" - 1
"Olympias" - 1
"Olympius" - 3
"Omar" - 3
"Omega" - 4
"Omnes" - 1
"Omrai" - 1
"On" - 35
"Onam" - 4
"Onan" - 7
"Once" - 1
"One" - 124
"Onesimus" - 3
"Onesiphorus" - 2
"Onias" - 24
"Only" - 14
"Ono" - 5
"Onyx" - 2
"Ooliab" - 6
"Ooliba" - 9
"Oolibama" - 8
"Oolla" - 8
"Open" - 13
"Opened" - 1
"Ophaz" - 1
"Ophel" - 4
"Opher" - 4
"Ophera" - 1
"Ophi" - 1
"Ophim" - 1
"Ophir" - 10
"Ophlal" - 2
"Ophni" - 6
"Ophra" - 1
"Oppression" - 1
"Or" - 153
"Ordained" - 1
"Order" - 2
"Ordinances" - 2
"Oreb" - 7
"Orient" - 4
"Orientals" - 1
"Original" - 1
"Orion" - 5
"Ornan" - 11
"Oronaim" - 4
"Orori" - 1
"Orpha" - 2
"Orthosias" - 1
"Osaias" - 3
"Osee" - 34
"Osiris" - 1
"Othei" - 1
"Other" - 16
"Others" - 18
"Otherwise" - 17
"Othir" - 2
"Othni" - 1
"Otholia" - 1
"Othoniel" - 7
"Ought" - 2
"Our" - 50
"Out" - 34
"Over" - 13
"Overthrow" - 1
"Overthrown" - 1
"Owe" - 1
"Owls" - 1
"Oxford" - 1
"Oza" - 16
"Ozam" - 1
"Ozan" - 1
"Ozaziu" - 2
"Ozensara" - 1
"Ozi" - 9
"Ozia" - 1
"Ozial" - 1
"Ozias" - 41
"Oziau" - 2
"Oziel" - 15
"Ozielites" - 2
"Ozni" - 1
"Oznites" - 1
"Ozriel" - 1
"P" - 1
"PARABLES" - 1
"PARAGRAPH" - 1
"PARALIPOMENON" - 2
"PAUL" - 14
"PEACE" - 1
"PETER" - 2
"PG" - 1
"PGLAF" - 1
"PHARES" - 2
"PHE" - 1
"PHILEMON" - 1
"PHILIPPIANS" - 1
"PLEASE" - 1
"POSSIBILITY" - 1
"PRAYER" - 2
"PREFACE" - 1
"PROJECT" - 4
"PROLOGUE" - 1
"PROPHECY" - 17
"PROPHET" - 5
"PROPHETS" - 1
"PROVERBS" - 1
"PROVIDED" - 1
"PSALMS" - 1
"PUNITIVE" - 1
"PURPOSE" - 1
"Paenitentiam" - 1
"Palestine" - 6
"Palestines" - 6
"Palmira" - 2
"Pamphylia" - 6
"Paphos" - 2
"Par" - 9
"Paraclete" - 5
"Paralip" - 5
"Paralipomenon" - 71
"Parasceve" - 3
"Paratum" - 1
"Pardon" - 1
"Parmenas" - 1
"Paros" - 1
"Part" - 2
"Parthians" - 2
"Particularly" - 1
"Pasch" - 2
"Pass" - 10
"Passage" - 1
"Passing" - 1
"Passion" - 1
"Patara" - 1
"Patient" - 1
"Patmos" - 2
"Patriarchs" - 2
"Patrobas" - 1
"Patroclus" - 1
"Patrui" - 1
"Paul" - 230
"Paulin" - 2
"Paulus" - 1
"Paving" - 1
"Pay" - 1
"Peace" - 23
"Peaceable" - 1
"Pedagogue" - 1
"Pelusium" - 2
"Pence" - 1
"Pentapolis" - 2
"Pentecost" - 5
"Peradventure" - 3
"Perfect" - 4
"Pergamus" - 5
"Perge" - 4
"Perhaps" - 14
"Perish" - 1
"Perishing" - 1
"Persecute" - 1
"Persecutions" - 1
"Persecutors" - 1
"Persepolis" - 2
"Perses" - 1
"Persevere" - 1
"Persia" - 26
"Persian" - 9
"Persians" - 42
"Persis" - 1
"Persons" - 1
"Perverse" - 1
"Peter" - 196
"Petra" - 3
"Petraea" - 1
"Phacee" - 12
"Phaceia" - 4
"Phadaia" - 8
"Phadassur" - 5
"Phadon" - 2
"Phahath" - 6
"Phalaia" - 2
"Phalea" - 1
"Phaleg" - 8
"Phalel" - 1
"Phalet" - 1
"Phaleth" - 1
"Phallet" - 1
"Phallonite" - 1
"Phallu" - 5
"Phalluites" - 1
"Phalonite" - 1
"Phalti" - 3
"Phaltias" - 2
"Phaltiel" - 2
"Phanuel" - 10
"Phara" - 3
"Pharai" - 1
"Pharam" - 1
"Pharan" - 13
"Pharao" - 237
"Pharaoh" - 1
"Pharasim" - 1
"Pharathon" - 1
"Pharathonite" - 4
"Phares" - 21
"Pharesites" - 1
"Pharida" - 1
"Pharisee" - 13
"Pharisees" - 108
"Pharisim" - 2
"Pharnach" - 1
"Pharos" - 6
"Pharphar" - 1
"Pharsandatha" - 1
"Pharuda" - 1
"Pharue" - 1
"Pharurim" - 1
"Phase" - 8
"Phasea" - 3
"Phaselis" - 1
"Phaseron" - 1
"Phasga" - 8
"Phashur" - 1
"Phaspha" - 1
"Phassur" - 10
"Phataia" - 1
"Phathahia" - 2
"Phatuel" - 1
"Phatures" - 4
"Phau" - 2
"Phe" - 6
"Phebe" - 1
"Phedael" - 1
"Phegiel" - 5
"Pheldas" - 1
"Pheleia" - 1
"Phelelia" - 1
"Pheleth" - 1
"Phelethi" - 8
"Phelethites" - 1
"Phelonite" - 1
"Phelti" - 1
"Pheltia" - 1
"Pheltias" - 2
"Phenenna" - 3
"Phenice" - 4
"Phenicia" - 6
"Pherexite" - 1
"Pherezite" - 17
"Pherezites" - 6
"Phermesta" - 1
"Phesdomim" - 1
"Pheshur" - 4
"Phesse" - 1
"Pheteia" - 1
"Phetros" - 1
"Phetrusim" - 2
"Phicol" - 3
"Phigellus" - 1
"Phihahiroth" - 4
"Phil" - 4
"Philadelphia" - 4
"Philadelphus" - 2
"Philarches" - 1
"Philemon" - 6
"Philetus" - 1
"Philip" - 49
"Philippi" - 7
"Philippians" - 10
"Philisthiim" - 1
"Philistia" - 3
"Philistine" - 32
"Philistines" - 278
"Philologus" - 1
"Philometer" - 2
"Philometor" - 4
"Philopater" - 1
"Philopator" - 3
"Phinees" - 29
"Phinon" - 2
"Phison" - 2
"Phithom" - 1
"Phithon" - 2
"Phlegon" - 1
"Phochereth" - 2
"Phogor" - 8
"Phollathi" - 1
"Phoratha" - 1
"Phosech" - 1
"Phrygia" - 4
"Phrygian" - 1
"Phua" - 5
"Phuaites" - 1
"Phul" - 5
"Phunon" - 2
"Phur" - 3
"Phurim" - 4
"Phut" - 1
"Phuth" - 1
"Phutiel" - 1
"Phylacteries" - 1
"Physeon" - 1
"Physician" - 1
"Pierce" - 1
"Pilate" - 55
"Pillaged" - 1
"Pisidia" - 3
"Place" - 1
"Places" - 1
"Placing" - 1
"Plain" - 2
"Plantations" - 2
"Playing" - 1
"Please" - 2
"Pleiades" - 2
"Pliny" - 1
"Plurality" - 1
"Pontius" - 4
"Pontus" - 5
"Pope" - 1
"Popilius" - 1
"Populous" - 1
"Portending" - 1
"Portions" - 1
"Portius" - 1
"Posidonius" - 1
"Possess" - 1
"Possessed" - 1
"Pour" - 4
"Pouring" - 1
"Poverty" - 2
"Power" - 3
"Practise" - 1
"Praise" - 40
"Praising" - 2
"Praxeas" - 1
"Pray" - 14
"Prayer" - 2
"Prayers" - 1
"Praying" - 2
"Preach" - 1
"Preacher" - 1
"Preaching" - 1
"Precious" - 2
"Predestinated" - 1
"Preface" - 1
"Prepare" - 17
"Prescriptions" - 1
"Presently" - 1
"Presents" - 1
"Preserve" - 2
"Priapus" - 2
"Pride" - 3
"Priest" - 1
"Priests" - 2
"Prince" - 5
"Princes" - 4
"Principality" - 1
"Principally" - 1
"Prisca" - 2
"Priscilla" - 4
"Probably" - 1
"Probatica" - 2
"Prochorus" - 1
"Proclaim" - 4
"Proeputia" - 1
"Profane" - 1
"Professor" - 1
"Prohibiting" - 1
"Project" - 84
"Prolong" - 1
"Promise" - 1
"Promises" - 1
"Promising" - 1
"Prophecy" - 18
"Prophesied" - 2
"Prophesieth" - 1
"Prophesy" - 8
"Prophesying" - 1
"Propositions" - 1
"Propter" - 1
"Protect" - 1
"Protestant" - 2
"Protestants" - 2
"Prove" - 2
"Proverbs" - 33
"Provide" - 1
"Providence" - 1
"Provideth" - 1
"Providing" - 2
"Proving" - 1
"Provision" - 1
"Ps" - 3
"Psa" - 1
"Psalm" - 2
"Psalms" - 155
"Ptolemais" - 18
"Ptolemeans" - 1
"Ptolemee" - 27
"Ptolemeus" - 9
"Ptolemy" - 4
"Ptolomee" - 1
"Publicans" - 1
"Publish" - 1
"Published" - 2
"Publius" - 2
"Pudens" - 1
"Pulse" - 1
"Punish" - 2
"Purge" - 1
"Purifying" - 1
"Pursue" - 1
"Pursuing" - 1
"Put" - 30
"Puteoli" - 1
"Putiphar" - 2
"Putiphare" - 3
"Pygmeans" - 2
"Pyrrhus" - 1
"Pythons" - 1
"Q" - 1
"Quam" - 2
"Quare" - 1
"Quarrel" - 1
"Quartus" - 1
"Queen" - 6
"Quemadmodum" - 1
"Quenched" - 1
"Qui" - 3
"Quicken" - 1
"Quid" - 1
"Quintus" - 1
"READ" - 1
"REFUND" - 1
"REMEDIES" - 1
"REPLACEMENT" - 1
"RES" - 1
"RIGHT" - 1
"RISE" - 1
"ROMANS" - 2
"RUTH" - 2
"Raaia" - 2
"Raamias" - 1
"Rabba" - 6
"Rabbath" - 12
"Rabbi" - 15
"Rabbins" - 1
"Rabboni" - 2
"Rabboth" - 1
"Rabsaces" - 18
"Rabsares" - 2
"Rabsaris" - 1
"Raca" - 2
"Rachal" - 1
"Rachel" - 42
"Raddai" - 1
"Ragau" - 2
"Rages" - 11
"Raging" - 1
"Ragua" - 1
"Raguel" - 31
"Rahab" - 11
"Raham" - 1
"Rahelaia" - 1
"Rahuel" - 8
"Raia" - 1
"Raise" - 2
"Raising" - 2
"Ram" - 6
"Rama" - 17
"Ramath" - 2
"Ramatha" - 17
"Ramathaimsophim" - 1
"Ramathlechi" - 1
"Ramesse" - 1
"Ramesses" - 3
"Rameth" - 1
"Ramoth" - 30
"Ramoth-Galaad" - 1
"Rams" - 1
"Rapha" - 5
"Raphael" - 15
"Raphaia" - 5
"Raphaim" - 11
"Raphaims" - 3
"Raphidim" - 5
"Raphon" - 1
"Raphu" - 1
"Rasathaim" - 2
"Rase" - 1
"Rasin" - 11
"Rather" - 2
"Razias" - 3
"Razon" - 2
"Read" - 2
"Rebe" - 2
"Rebecca" - 22
"Rebla" - 2
"Reblatha" - 10
"Rebmag" - 2
"Reboam" - 1
"Rebuke" - 6
"Reccath" - 1
"Receive" - 13
"Receiving" - 2
"Recem" - 5
"Recen" - 1
"Recha" - 1
"Rechab" - 13
"Rechabites" - 10
"Recorder" - 1
"Recover" - 1
"Red" - 36
"Redeem" - 1
"Redeemer" - 14
"Redistributing" - 1
"Redistribution" - 1
"Reema" - 1
"Reflect" - 1
"Refrain" - 2
"Refresh" - 1
"Refund" - 1
"Refuseth" - 1
"Regma" - 4
"Rehearse" - 1
"Rehum" - 3
"Rei" - 1
"Reia" - 1
"Reign" - 1
"Reims" - 1
"Reject" - 1
"Rejected" - 1
"Rejoice" - 23
"Rejoiceth" - 1
"Rejoicing" - 1
"Release" - 1
"Religion" - 1
"Religious" - 1
"Religiousness" - 1
"Remain" - 1
"Remeia" - 1
"Remember" - 69
"Remembereth" - 1
"Remembering" - 1
"Remission" - 1
"Remmomphares" - 1
"Remmon" - 14
"Remmono" - 1
"Remove" - 12
"Removing" - 2
"Rempham" - 1
"Rend" - 1
"Render" - 6
"Renew" - 1
"Repeat" - 2
"Repent" - 1
"Replacement" - 1
"Reprobates" - 1
"Reprove" - 2
"Reputed" - 2
"Requesting" - 1
"Require" - 1
"Requireth" - 1
"Res" - 6
"Rescue" - 1
"Rescuing" - 1
"Resen" - 1
"Reseph" - 3
"Reserveth" - 1
"Resia" - 1
"Resist" - 1
"Respect" - 2
"Respha" - 4
"Ressa" - 2
"Rest" - 2
"Restore" - 5
"Rethma" - 2
"Return" - 35
"Returning" - 3
"Reu" - 4
"Reum" - 4
"Revelation" - 1
"Revenge" - 7
"Revenue" - 1
"Reverence" - 1
"Revised" - 1
"Reward" - 1
"Reynolds" - 1
"Reza" - 1
"Rhegium" - 1
"Rheims" - 4
"Rhemes" - 1
"Rheum" - 1
"Rhode" - 1
"Rhodes" - 2
"Rhodocus" - 1
"Ribai" - 2
"Rich" - 2
"Richard" - 3
"Riches" - 6
"Right" - 1
"Rightly" - 1
"Rinna" - 1
"Riphath" - 2
"Rise" - 9
"Rites" - 1
"Roaga" - 1
"Roboam" - 51
"Rock" - 1
"Rogel" - 4
"Rogelim" - 2
"Rogom" - 1
"Rogommelech" - 1
"Rohob" - 11
"Rohobia" - 4
"Rohoboth" - 2
"Rohol" - 1
"Roll" - 1
"Rom" - 4
"Roma" - 1
"Roman" - 15
"Romans" - 50
"Romathite" - 1
"Rome" - 35
"Romelia" - 13
"Romemthiezer" - 2
"Roofs" - 1
"Rooted" - 1
"Rose" - 2
"Ross" - 1
"Rottenness" - 1
"Royalty" - 2
"Ruben" - 86
"Rubenite" - 1
"Rubenites" - 7
"Rufus" - 2
"Rule" - 1
"Ruler" - 1
"Rules" - 1
"Ruleth" - 1
"Ruma" - 3
"Run" - 4
"Ruth" - 22
"S" - 10
"SADE" - 1
"SAINT" - 1
"SAMECH" - 1
"SAMUEL" - 1
"SAVIOUR" - 1
"SECOND" - 10
"SEMOTH" - 1
"SEND" - 1
"SERVANT" - 2
"SET" - 1
"SHALL" - 4
"SHEPHERD" - 1
"SIN" - 1
"SOLOMON" - 1
"SON" - 1
"SOPHONIAS" - 2
"SPIRIT" - 2
"ST" - 27
"STAR" - 1
"START" - 2
"STRENGTH" - 1
"STRICT" - 1
"SUCCESS" - 1
"SUCH" - 1
"Saal" - 1
"Saananim" - 1
"Saaph" - 2
"Saaphan" - 1
"Saarim" - 1
